author_name,text_title,event_id,start_page_event,end_page_event,page_event_number,line,text_place_title,temporality,narrative_status,interaction,specific_interaction,violence,harmony,conflict,character_id,family_name,given_name,nickname,page_first_mentioned,gender,number,religion,relig_att_char,religious_conversion,vitality,cause_of_death,non-human,country_of_birth,presentmentioned,char_story_title,place_name,location_modality,location_religion,relig_att_loc,geolocation,ontology,location_name,mentioned,location_country,wkt,collection_id,collection_recordtitle,author_birth_location,gender_author,country_of_birth_author,birth_date,text_place_id,location_id,author_id,author_birth_place_id
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3638,60,60,1,This goes back thirty-two years ago to when,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,3600,Singh,"Master Suchet Singh,",NA,60,Male,Single,Sikh,NA,NA,NA,NA,FALSE,NA,Present,"Singh, Master Suchet Singh, in Gul Mohammad Third-Timer","Government High School, Rawalpindi",Public,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",FALSE,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3625,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3638,60,60,1,This goes back thirty-two years ago to when,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,3591,Mohammad,Gul Mohammad,Gul Mohammad Third-Timer,59,Male,Single,Muslim,Self-identified,NA,NA,NA,FALSE,NA,Present,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer","Government High School, Rawalpindi",Public,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",FALSE,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3625,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3642,60,60,2,I recalled that summer afternoon when Master Suchet Singh,Classroom in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,Interpersonal,3600,Singh,"Master Suchet Singh,",NA,60,Male,Single,Sikh,NA,NA,NA,NA,FALSE,NA,Present,"Singh, Master Suchet Singh, in Gul Mohammad Third-Timer",Classroom,Liminal,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",NA,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5918,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3642,60,60,2,I recalled that summer afternoon when Master Suchet Singh,Classroom in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,Interpersonal,3591,Mohammad,Gul Mohammad,Gul Mohammad Third-Timer,59,Male,Single,Muslim,Self-identified,NA,NA,NA,FALSE,NA,Present,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",Classroom,Liminal,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",NA,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5918,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3642,60,60,2,I recalled that summer afternoon when Master Suchet Singh,Classroom in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,Interpersonal,3640,Class,Unknown,NA,60,Unknown,Group,Unknown,NA,NA,NA,NA,FALSE,NA,Present,"Class, Unknown in Gul Mohammad Third-Timer",Classroom,Liminal,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",NA,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5918,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3642,60,60,2,I recalled that summer afternoon when Master Suchet Singh,Classroom in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,Interpersonal,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer",Classroom,Liminal,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",NA,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5918,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3644,61,62,2,"The next day when he entered the classroom,",Classroom in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Negative,Other,Assault,NA,Interpersonal,3591,Mohammad,Gul Mohammad,Gul Mohammad Third-Timer,59,Male,Single,Muslim,Self-identified,NA,NA,NA,FALSE,NA,Present,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",Classroom,Liminal,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",NA,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5918,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3644,61,62,2,"The next day when he entered the classroom,",Classroom in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Negative,Other,Assault,NA,Interpersonal,3640,Class,Unknown,NA,60,Unknown,Group,Unknown,NA,NA,NA,NA,FALSE,NA,Present,"Class, Unknown in Gul Mohammad Third-Timer",Classroom,Liminal,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",NA,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5918,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3644,61,62,2,"The next day when he entered the classroom,",Classroom in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Negative,Other,Assault,NA,Interpersonal,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer",Classroom,Liminal,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",NA,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5918,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3644,61,62,2,"The next day when he entered the classroom,",Classroom in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Negative,Other,Assault,NA,Interpersonal,3600,Singh,"Master Suchet Singh,",NA,60,Male,Single,Sikh,NA,NA,NA,NA,FALSE,NA,Present,"Singh, Master Suchet Singh, in Gul Mohammad Third-Timer",Classroom,Liminal,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",NA,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5918,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3645,62,62,2,"Outside the headmaster’s office, he hesitat","Government High School, Rawalpindi in Gul Mohammad Third-Timer",1 Pre-Partition (before 1947-08-14),Remembered,Negative,Other,NA,NA,Interpersonal,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer","Government High School, Rawalpindi",Public,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",FALSE,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3625,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3645,62,62,2,"Outside the headmaster’s office, he hesitat","Government High School, Rawalpindi in Gul Mohammad Third-Timer",1 Pre-Partition (before 1947-08-14),Remembered,Negative,Other,NA,NA,Interpersonal,3602,Headmaster,Unknown,NA,62,Unknown,Single,Unknown,NA,NA,NA,NA,FALSE,NA,Present,"Headmaster, Unknown in Gul Mohammad Third-Timer","Government High School, Rawalpindi",Public,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",FALSE,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3625,6812,3152,3108
"Manto, Saadat Hasan",Toba Tek Singh,3647,7,7,2,"Just before sunrise, Bishen Singh, the man who",Wagha in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),Narrated,NA,NA,NA,NA,NA,3356,Singh,Bishen,Toba Tek Singh,4,Male,Single,Sikh,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Singh, Bishen in Toba Tek Singh",Wagha,Public,Unknown,NA,TRUE,NA,Wagah Border,FALSE,India,POINT(74.573044 31.604616),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3616,3617,3156,3157
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3648,62,62,3,I spent that entire day in school hatching schem,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,Interpersonal,3591,Mohammad,Gul Mohammad,Gul Mohammad Third-Timer,59,Male,Single,Muslim,Self-identified,NA,NA,NA,FALSE,NA,Present,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer","Government High School, Rawalpindi",Public,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",FALSE,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3625,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3649,62,62,4,When I took a quick look behind me near Mai V,Mai Veero's Pond in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer",Mai Veero's Pond,Public,Unaffiliated,NA,CREATED,Imported,Mai Veero's Pond,NA,British India,POINT(73.060686 33.621293),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3624,6813,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3649,62,62,4,When I took a quick look behind me near Mai V,Mai Veero's Pond in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,3591,Mohammad,Gul Mohammad,Gul Mohammad Third-Timer,59,Male,Single,Muslim,Self-identified,NA,NA,NA,FALSE,NA,Present,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",Mai Veero's Pond,Public,Unaffiliated,NA,CREATED,Imported,Mai Veero's Pond,NA,British India,POINT(73.060686 33.621293),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3624,6813,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3654,63,63,2,I looked back again near,Saidpuri Gate in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,3591,Mohammad,Gul Mohammad,Gul Mohammad Third-Timer,59,Male,Single,Muslim,Self-identified,NA,NA,NA,FALSE,NA,Present,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",Saidpuri Gate,Public,NA,NA,TRUE,Imported,Saidpuri Gate,NA,British India,POINT(73.061439 33.621387),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3628,6815,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3654,63,63,2,I looked back again near,Saidpuri Gate in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer",Saidpuri Gate,Public,NA,NA,TRUE,Imported,Saidpuri Gate,NA,British India,POINT(73.061439 33.621387),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3628,6815,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3655,62,63,6,When I took a quick look behind me,Rawalpindi in Gul Mohammad Third-Timer,NA,Remembered,NA,NA,NA,NA,NA,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer",Rawalpindi,Geographical reference,Unaffiliated,NA,TRUE,NA,Rawalpindi,NA,Pakistan,POINT(73.062762 33.616531),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3657,33,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3655,62,63,6,When I took a quick look behind me,Rawalpindi in Gul Mohammad Third-Timer,NA,Remembered,NA,NA,NA,NA,NA,3591,Mohammad,Gul Mohammad,Gul Mohammad Third-Timer,59,Male,Single,Muslim,Self-identified,NA,NA,NA,FALSE,NA,Present,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer",Rawalpindi,Geographical reference,Unaffiliated,NA,TRUE,NA,Rawalpindi,NA,Pakistan,POINT(73.062762 33.616531),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3657,33,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3656,62,62,5,I spent that entire day in school hatching schemes to exact revenge,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",NA,Remembered,NA,NA,NA,NA,NA,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer","Government High School, Rawalpindi",Public,Unaffiliated,NA,TRUE,Imported,"Government High School, Rawalpindi",FALSE,British India,POINT(73.0614 33.621057),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3625,6812,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3659,63,63,3,When I passed Bhabris’ Market,Bhabris’ Market. in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Neither,NA,NA,NA,NA,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer",Bhabris’ Market.,Public,Unknown,NA,CREATED,Imported,Bhabris Market,NA,British India,POINT(73.061713 33.615996),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3626,6816,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3660,64,64,2,A mob of Muslims from Tarlahi with spears and flaming torches,Narrator's house in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Negative,Religion,Destruction of property,NA,Religion,3598,Tarlahi,Mob of Muslims,NA,64,Unknown,Mob,Muslim,Definitional,NA,NA,NA,FALSE,NA,Present,"Tarlahi, Mob of Muslims in Gul Mohammad Third-Timer",Narrator's house,Private,Sikh,Self-identified,CREATED,NA,Tarlahi village,NA,Pakistan,POINT(73.059181 33.612497),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3631,4891,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3660,64,64,2,A mob of Muslims from Tarlahi with spears and flaming torches,Narrator's house in Gul Mohammad Third-Timer,1 Pre-Partition (before 1947-08-14),Remembered,Negative,Religion,Destruction of property,NA,Religion,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer",Narrator's house,Private,Sikh,Self-identified,CREATED,NA,Tarlahi village,NA,Pakistan,POINT(73.059181 33.612497),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3631,4891,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3661,64,64,3,An old Muslim with a henna-dye,"Courtyard, Narrator's house in Gul Mohammad Third-Timer",1 Pre-Partition (before 1947-08-14),Remembered,Positive,Religion,NA,Interpersonal|Religion,NA,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer","Courtyard, Narrator's house",Liminal,Sikh,Nominal,CREATED,Imported,Tarlahi village,NA,Pakistan,POINT(73.059181 33.612497),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5924,4891,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3661,64,64,3,An old Muslim with a henna-dye,"Courtyard, Narrator's house in Gul Mohammad Third-Timer",1 Pre-Partition (before 1947-08-14),Remembered,Positive,Religion,NA,Interpersonal|Religion,NA,3608,Narrator's mother,Unknown,NA,63,Female,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator's mother, Unknown in Gul Mohammad Third-Timer","Courtyard, Narrator's house",Liminal,Sikh,Nominal,CREATED,Imported,Tarlahi village,NA,Pakistan,POINT(73.059181 33.612497),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5924,4891,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3661,64,64,3,An old Muslim with a henna-dye,"Courtyard, Narrator's house in Gul Mohammad Third-Timer",1 Pre-Partition (before 1947-08-14),Remembered,Positive,Religion,NA,Interpersonal|Religion,NA,3605,Mohammad,Gul Mohammad's Father,NA,64,Male,Single,Muslim,NA,NA,NA,NA,FALSE,NA,Present,"Mohammad, Gul Mohammad's Father in Gul Mohammad Third-Timer","Courtyard, Narrator's house",Liminal,Sikh,Nominal,CREATED,Imported,Tarlahi village,NA,Pakistan,POINT(73.059181 33.612497),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,5924,4891,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3667,64,65,4,And today when Gul Mohammad Third-Timer was surrounded,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Positive,Religion,NA,NA,Nation|Religion,3666,unknown,Fat man,NA,59,Male,Single,Muslim,Speculation,NA,NA,NA,FALSE,NA,Present,"unknown, Fat man in Gul Mohammad Third-Timer",Pakistan High Commission in Delhi,Public,Unaffiliated,NA,CREATED,Imported,Pakistan High Commission in Delhi,NA,India,POINT(77.19034 28.594099),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3615,3621,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3667,64,65,4,And today when Gul Mohammad Third-Timer was surrounded,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Positive,Religion,NA,NA,Nation|Religion,3603,Narrator,Unknown,NA,59,Male,Single,Sikh,Self-identified,NA,NA,NA,FALSE,NA,Present,"Narrator, Unknown in Gul Mohammad Third-Timer",Pakistan High Commission in Delhi,Public,Unaffiliated,NA,CREATED,Imported,Pakistan High Commission in Delhi,NA,India,POINT(77.19034 28.594099),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3615,3621,3152,3108
"Sarna, Mohinder Singh",Gul Mohammad Third-Timer,3667,64,65,4,And today when Gul Mohammad Third-Timer was surrounded,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,3 Post-Partition (1948-03-01 -- 1971-12-16),Narrated,Positive,Religion,NA,NA,Nation|Religion,3594,Angry demonstrators,Students,hot-blooded students,59,Unknown,Mob,Unknown,NA,NA,NA,NA,FALSE,NA,Present,"Angry demonstrators, Students in Gul Mohammad Third-Timer",Pakistan High Commission in Delhi,Public,Unaffiliated,NA,CREATED,Imported,Pakistan High Commission in Delhi,NA,India,POINT(77.19034 28.594099),3167,"Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,3615,3621,3152,3108
"Manto, Saadat Hasan",Toba Tek Singh,3677,1,1,1,"One Muslim lunatic, a regular reader of",Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),Narrated,Negative,NA,NA,NA,NA,3678,Muslim Lunatic 1,Unknown,NA,1,Unknown,Single,Muslim,Other-identified,NA,Unknown Dead or Alive,NA,FALSE,NA,Present,"Muslim Lunatic 1, Unknown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
"Manto, Saadat Hasan",Toba Tek Singh,3680,1,1,2,"A Sikh lunatic asked another Sikh, ‘Sardarji, why",Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),Narrated,Neither,NA,NA,NA,NA,3681,Sikh Lunatic 1,Unknown,NA,1,Unknown,Single,Sikh,Other-identified,NA,NA,NA,NA,NA,Present,"Sikh Lunatic 1, Unknown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
"Manto, Saadat Hasan",Toba Tek Singh,3680,1,1,2,"A Sikh lunatic asked another Sikh, ‘Sardarji, why",Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),Narrated,Neither,NA,NA,NA,NA,3682,Sikh Lunatic 2,Unknown,NA,1,Male,Single,Sikh,Other-identified,NA,NA,NA,NA,NA,Present,"Sikh Lunatic 2, Unknown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
"Manto, Saadat Hasan",Toba Tek Singh,3683,2,2,1,"One day a Muslim lunatic, while taking",Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),Narrated,Neither,NA,NA,NA,NA,3684,Muslim Lunatic 2,Unkown,NA,2,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Muslim Lunatic 2, Unkown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
"Manto, Saadat Hasan",Toba Tek Singh,3686,2,2,2,One inmate had got so badly caught up,Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),NA,NA,NA,NA,Religion,NA,3687,Inmate 1,Unknown,NA,2,Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,"Inmate 1, Unknown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
"Manto, Saadat Hasan",Toba Tek Singh,3686,2,2,2,One inmate had got so badly caught up,Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),NA,NA,NA,NA,Religion,NA,5336,Asylum Guards,Unknown,NA,2,Unknown,Group,Muslim,Speculation,NA,NA,NA,FALSE,NA,Present,"Asylum Guards, Unknown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
"Manto, Saadat Hasan",Toba Tek Singh,3689,2,2,3,"A Muslim radio engineer, who had an MSc",Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),Narrated,NA,NA,NA,NA,NA,3549,Radio Engineer,Unknown,NA,2,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Radio Engineer, Unknown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
"Manto, Saadat Hasan",Toba Tek Singh,3690,3,3,1,"A Muslim lunatic from Chaniot, who used to",Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),Narrated,NA,NA,NA,NA,NA,3692,Muslim Lunatic 3 (from Chaniot),Unknown,NA,3,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Muslim Lunatic 3 (from Chaniot), Unknown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
"Manto, Saadat Hasan",Toba Tek Singh,3696,3,3,2,This had led a Sikh inmate to declare,Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),Narrated,NA,NA,NA,NA,Religion,3697,Sikh Lunatic 3,Unknown,NA,3,Male,Single,Sikh,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Sikh Lunatic 3, Unknown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
"Manto, Saadat Hasan",Toba Tek Singh,3696,3,3,2,This had led a Sikh inmate to declare,Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),Narrated,NA,NA,NA,NA,Religion,5336,Asylum Guards,Unknown,NA,2,Unknown,Group,Muslim,Speculation,NA,NA,NA,FALSE,NA,Present,"Asylum Guards, Unknown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
"Manto, Saadat Hasan",Toba Tek Singh,3699,3,3,3,When told that Amritsar was to become a,Lahore Lunatic Asylum in Toba Tek Singh,2 Partition (1947-08-15 -- 1948-02-28),Narrated,NA,NA,NA,Religion,NA,3551,Hindu Lawyer,Unknown,NA,3,Male,Single,Hindu,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Hindu Lawyer, Unknown in Toba Tek Singh",Lahore Lunatic Asylum,Liminal,Muslim,NA,MAYBE,Invented,Lahore Mental Health Hospital,NA,Pakistan,POINT(74.294823 31.535083),3168,"Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,3679,6843,3156,3157
